l2_regularization,N,seed,query_type,query_count,training_cloud_sha256,query_sha256,cholesky_jitter,cholesky_adaptive_jitter,cholesky_attempts,minimum_eigenvalue_estimate,sigma_n,sigma_f,lengthscales,input_scaling,hyperparameter_policy,dtype,source_file,density_relative_l1,density_relative_l2,density_relative_linf,density_mae,density_rmse,density_linf,density_denominator_floor,density_denominator_floor_used,gradient_relative_l1,gradient_relative_l2,gradient_relative_linf,gradient_mae,gradient_rmse,gradient_linf,gradient_denominator_floor,gradient_denominator_floor_used,Q_relative_l1,Q_relative_l2,Q_relative_linf,Q_mae,Q_rmse,Q_linf,Q_denominator_floor,Q_denominator_floor_used
0.05,2400,123,on_support,2400,52acb3c94df8de09c0a48bda3f3958bc6d50b5a6272b5564ed87dbc286c4c46d,52acb3c94df8de09c0a48bda3f3958bc6d50b5a6272b5564ed87dbc286c4c46d,1e-06,0.0,1,-45.59069523958982,0.03080516529360448,0.18338027062785,"[1.5447880849089743,0.8632374317462064,7.38905609893065,1.963858896149379,7.38905609893065,7.38905609893065]","{""feature_mean"":[0.008666993432168243,8.001355712087076,0.012893195205570161,0.021474470189335088,0.0005433051865080755,-0.015082876849515104],""feature_std"":[1.2167955905988423,0.6928532998815441,0.7161772387587984,0.7070455152195663,0.7031212036969062,0.6907628194616069],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p05\N2400_seed123\manufactured_operator_metrics.json,0.007335374387224415,0.007629056974996322,0.009054397208372793,6.952727389726233e-05,0.00011256438300869038,0.0007995377592641224,1e-30,False,0.012843136250179457,0.011415046040187813,0.011253132679515295,0.00013300938935292467,0.00022502499184153747,0.0020880379228208,1e-30,False,0.026088102574647273,0.02441166265540108,0.031137463199744395,2.417502407947258e-06,4.2150702872687026e-06,3.327111877045265e-05,1e-30,False
0.05,2400,123,off_support,1000,52acb3c94df8de09c0a48bda3f3958bc6d50b5a6272b5564ed87dbc286c4c46d,e03a2ef220906743d2796effc45e1d642fe8fac6e4c32e943075254ffa15a45d,1e-06,0.0,1,-45.59069523958982,0.03080516529360448,0.18338027062785,"[1.5447880849089743,0.8632374317462064,7.38905609893065,1.963858896149379,7.38905609893065,7.38905609893065]","{""feature_mean"":[0.008666993432168243,8.001355712087076,0.012893195205570161,0.021474470189335088,0.0005433051865080755,-0.015082876849515104],""feature_std"":[1.2167955905988423,0.6928532998815441,0.7161772387587984,0.7070455152195663,0.7031212036969062,0.6907628194616069],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p05\N2400_seed123\manufactured_operator_metrics.json,0.008008034390922139,0.008217393044607706,0.006989033349319328,7.053774048477383e-05,0.00010862883983141554,0.0005731910253773675,1e-30,False,0.013477356780372811,0.011991650408830417,0.01504708304401498,0.00013537219916043424,0.00022514407520547985,0.002316204662417665,1e-30,False,0.025399981772482965,0.024116555394743902,0.031093335404966418,2.1520657117978368e-06,3.6914124707034025e-06,2.999651289263593e-05,1e-30,False
0.05,2400,124,on_support,2400,28cf1ad45460244726c185dc43f531a64983e5032655533c03ff1516af012a0b,28cf1ad45460244726c185dc43f531a64983e5032655533c03ff1516af012a0b,1e-06,0.0,1,-71.62260621664592,0.018893906443147635,0.24495149548962936,"[1.6804449831929342,0.9182884709406566,7.38905609893065,1.2060897533857877,7.38905609893065,1.5606835393055303]","{""feature_mean"":[0.06949881147892181,7.998083275302627,-0.006441260620387233,0.006986472650267917,-0.001886679063334935,0.014374777290883548],""feature_std"":[1.17976729581399,0.7123228835317762,0.7127973925383655,0.7042119918458798,0.6880098160890806,0.7027765991315863],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p05\N2400_seed124\manufactured_operator_metrics.json,0.004610731069740612,0.005329477950277657,0.009565732226538858,4.2858195615467254e-05,7.719396938562832e-05,0.0007991116382652166,1e-30,False,0.009962957247638531,0.009462772635418996,0.018031451379116558,0.00010437142050011398,0.00018770135284374115,0.003267841064918016,1e-30,False,0.022430420751900784,0.020017876570861726,0.021019828972978122,1.9965292732981815e-06,3.179792566149492e-06,2.2062930353791233e-05,1e-30,False
0.05,2400,124,off_support,1000,28cf1ad45460244726c185dc43f531a64983e5032655533c03ff1516af012a0b,bdb318e424b7e2258c24820a8bc5616600eef7a62387b61b702263ea821aee17,1e-06,0.0,1,-71.62260621664592,0.018893906443147635,0.24495149548962936,"[1.6804449831929342,0.9182884709406566,7.38905609893065,1.2060897533857877,7.38905609893065,1.5606835393055303]","{""feature_mean"":[0.06949881147892181,7.998083275302627,-0.006441260620387233,0.006986472650267917,-0.001886679063334935,0.014374777290883548],""feature_std"":[1.17976729581399,0.7123228835317762,0.7127973925383655,0.7042119918458798,0.6880098160890806,0.7027765991315863],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p05\N2400_seed124\manufactured_operator_metrics.json,0.0059886525172826366,0.008462112194999545,0.03202379701517197,5.666528975424418e-05,0.0001300025608089028,0.003002814052420499,1e-30,False,0.011239270857119512,0.010846019274250421,0.020181330044112895,0.00011420833250060625,0.0002100177586744659,0.0037930799374953188,1e-30,False,0.021636690308220484,0.018469411696914073,0.02473630694151808,1.979417941036465e-06,3.1232570938413505e-06,2.989921500597733e-05,1e-30,False
0.05,2400,125,on_support,2400,fbc1604f12aa3e9c72f530f4a9760c3fb821883bf5ee3d7a8ab55f9c2b6a0e2c,fbc1604f12aa3e9c72f530f4a9760c3fb821883bf5ee3d7a8ab55f9c2b6a0e2c,1e-06,0.0,1,-52.24835398914531,0.032340740558565735,0.18951482600055009,"[1.5593404103094368,0.9154006056164046,7.38905609893065,2.726785441505042,7.38905609893065,6.277892542332401]","{""feature_mean"":[-0.03877894202051924,8.006552377163368,0.005970439881620248,-0.008526303173244326,-0.016947164702391156,-0.011851988425964834],""feature_std"":[1.1706685509045993,0.6855543222276366,0.701057266233053,0.7022867354150167,0.704129305224102,0.7135394236170102],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p05\N2400_seed125\manufactured_operator_metrics.json,0.009631059835633574,0.009792824339688325,0.010019090870885391,9.179443016930417e-05,0.00014588475772754788,0.000880924366057273,1e-30,False,0.014645750818546265,0.012973763320387528,0.013870094749590514,0.00015308737133259748,0.00025644090665307323,0.0025607385770078425,1e-30,False,0.023055071023015215,0.021417347911516053,0.030443071118425057,1.980151946608054e-06,3.386881754972349e-06,3.499387073314784e-05,1e-30,False
0.05,2400,125,off_support,1000,fbc1604f12aa3e9c72f530f4a9760c3fb821883bf5ee3d7a8ab55f9c2b6a0e2c,4afaf8664aa447826f36ddb8b5d70b653991013046573a4a0dc1a9dd569cb20c,1e-06,0.0,1,-52.24835398914531,0.032340740558565735,0.18951482600055009,"[1.5593404103094368,0.9154006056164046,7.38905609893065,2.726785441505042,7.38905609893065,6.277892542332401]","{""feature_mean"":[-0.03877894202051924,8.006552377163368,0.005970439881620248,-0.008526303173244326,-0.016947164702391156,-0.011851988425964834],""feature_std"":[1.1706685509045993,0.6855543222276366,0.701057266233053,0.7022867354150167,0.704129305224102,0.7135394236170102],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p05\N2400_seed125\manufactured_operator_metrics.json,0.010145419818230078,0.010025928134619765,0.012047172516745355,9.067334284893103e-05,0.00014212470628687516,0.0008611827254519921,1e-30,False,0.01530644979552548,0.013452166570422471,0.013786368236032723,0.0001551130749720337,0.00026107964180060225,0.00241586709793851,1e-30,False,0.022746774266402647,0.02227933470122274,0.029635308810413534,2.0507612324868757e-06,3.77596993009212e-06,3.5121387122610326e-05,1e-30,False
0.05,300,123,on_support,300,c45fba6bf420fb60bb34b12579ecafe75a74b0af93ca6801707410ff141cedb0,c45fba6bf420fb60bb34b12579ecafe75a74b0af93ca6801707410ff141cedb0,1e-06,0.0,1,-6.123287241225497,0.006009465921112685,0.18401486516602336,"[1.5489541517345853,0.9094614188321406,7.38905609893065,7.38905609893065,7.38905609893065,7.38905609893065]","{""feature_mean"":[0.04759697488458991,7.989469426809722,-0.0005447535597074186,-0.0012090728669985245,0.059451046656329505,0.0014827768812384246],""feature_std"":[1.1610560062248145,0.7290157997553681,0.7263139508623327,0.7427902500413278,0.7262883191985822,0.7167859486939718],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p05\N300_seed123\manufactured_operator_metrics.json,0.0026638669164358213,0.003386343229548971,0.005732290921153167,2.3316564923903997e-05,4.498665368905706e-05,0.0002788071055831384,1e-30,False,0.0060884798425694,0.005896822123826422,0.006924979597552006,5.9473373566999916e-05,0.0001099210470053175,0.0011935379789156098,1e-30,False,0.01323272091537488,0.012830178401458368,0.013224446887628504,1.2669982440371552e-06,2.2710353716370764e-06,1.5690337212038194e-05,1e-30,False
0.05,300,123,off_support,1000,c45fba6bf420fb60bb34b12579ecafe75a74b0af93ca6801707410ff141cedb0,8adc42623eaf38b3b694339ffb761a5904da2b3aec04090b9cc03b8ae4c8ac46,1e-06,0.0,1,-6.123287241225497,0.006009465921112685,0.18401486516602336,"[1.5489541517345853,0.9094614188321406,7.38905609893065,7.38905609893065,7.38905609893065,7.38905609893065]","{""feature_mean"":[0.04759697488458991,7.989469426809722,-0.0005447535597074186,-0.0012090728669985245,0.059451046656329505,0.0014827768812384246],""feature_std"":[1.1610560062248145,0.7290157997553681,0.7263139508623327,0.7427902500413278,0.7262883191985822,0.7167859486939718],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p05\N300_seed123\manufactured_operator_metrics.json,0.004807511932468299,0.005382826409182253,0.006099018590950175,4.434830678085286e-05,7.647126580307034e-05,0.0004882757468973719,1e-30,False,0.007031342774083511,0.007278966740937206,0.022206858344065303,7.293450621996975e-05,0.0001426699798728997,0.0035475248464227806,1e-30,False,0.015587513781910964,0.017024817033435252,0.03342239191719758,1.3867865744924216e-06,2.7177231507606256e-06,3.331580259223962e-05,1e-30,False
0.05,300,124,on_support,300,c0383c6f3086c82b982427a104090a5c67cac1eb0faa370362913cc4cec55f79,c0383c6f3086c82b982427a104090a5c67cac1eb0faa370362913cc4cec55f79,1e-06,0.0,1,-13.319401868385716,0.00033546262790251185,0.31172010018074675,"[1.6335480222778045,0.9203245502536916,7.38905609893065,7.38905609893065,7.38905609893065,0.777190236135338]","{""feature_mean"":[0.030550621972160148,8.090922531484313,0.04461459321554819,0.04032919692168462,-0.00794280311991451,0.03665711910977057],""feature_std"":[1.1555530912821674,0.707381735555048,0.6841114382108242,0.7152870455434626,0.6851473072829103,0.6992322257187967],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p05\N300_seed124\manufactured_operator_metrics.json,0.00016493885945420908,0.00023773616986912907,0.000347074972986919,1.5922977319070604e-06,3.5285779038090177e-06,2.577170850120991e-05,1e-30,False,0.011010083619849514,0.016268656065240382,0.027620146215539806,0.0001146719583481203,0.0003104707814410766,0.0041459333278737335,1e-30,False,0.034562744331600774,0.040021569199428744,0.0679631252926761,3.8131252263429766e-06,7.800875328598875e-06,6.651689165361458e-05,1e-30,False
0.05,300,124,off_support,1000,c0383c6f3086c82b982427a104090a5c67cac1eb0faa370362913cc4cec55f79,7a44f90bc40522438a15e0471bb8c741a765a58c3f0c269db8b897ddf3320707,1e-06,0.0,1,-13.319401868385716,0.00033546262790251185,0.31172010018074675,"[1.6335480222778045,0.9203245502536916,7.38905609893065,7.38905609893065,7.38905609893065,0.777190236135338]","{""feature_mean"":[0.030550621972160148,8.090922531484313,0.04461459321554819,0.04032919692168462,-0.00794280311991451,0.03665711910977057],""feature_std"":[1.1555530912821674,0.707381735555048,0.6841114382108242,0.7152870455434626,0.6851473072829103,0.6992322257187967],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p05\N300_seed124\manufactured_operator_metrics.json,0.008141530119215819,0.014986829046490796,0.03955623062954849,7.397397810250805e-05,0.00020814409685207948,0.003556781451557814,1e-30,False,0.014371495104021257,0.020542934618024887,0.05232679563452972,0.00015003341792987123,0.00040761871706223863,0.009626205401525067,1e-30,False,0.04255092997046889,0.054872913603506795,0.15426057420427725,3.8488738950660275e-06,8.690396470171765e-06,0.00014450866190163241,1e-30,False
0.05,300,125,on_support,300,610edbc51b0438eac56eefbee5853185fbbb72ebde05cda21d0b66f0c81e684d,610edbc51b0438eac56eefbee5853185fbbb72ebde05cda21d0b66f0c81e684d,1e-06,0.0,1,-4.086193456139744,0.00033546262790251185,0.15182055737578368,"[1.5630199978328427,0.8377730425654865,7.38905609893065,7.38905609893065,7.38905609893065,7.38905609893065]","{""feature_mean"":[-0.03659904623830572,7.956528165389306,-0.05517061448655018,-0.01591777408187703,-0.007896610332845415,-0.054175943281553396],""feature_std"":[1.181539747716021,0.7014523522101572,0.7098815204626301,0.6794975743883875,0.7007869176854482,0.679827069800108],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p05\N300_seed125\manufactured_operator_metrics.json,0.0002143183204241799,0.00028012599027165146,0.00036053143014744054,2.1702361005341446e-06,4.349854903144069e-06,2.7233159748910052e-05,1e-30,False,0.0010493526143279942,0.0015965139604568535,0.005323760500989568,1.1609483012013917e-05,3.312917163064118e-05,0.0009349362517142039,1e-30,False,0.003575128588991666,0.003953276091965082,0.005340541973860221,3.1579977538230164e-07,6.020129541285347e-07,4.2577029373484675e-06,1e-30,False
0.05,300,125,off_support,1000,610edbc51b0438eac56eefbee5853185fbbb72ebde05cda21d0b66f0c81e684d,cee255d44780b7999981dd09ddde99ab4e5c07255c7e9c02c1842748d2e9c992,1e-06,0.0,1,-4.086193456139744,0.00033546262790251185,0.15182055737578368,"[1.5630199978328427,0.8377730425654865,7.38905609893065,7.38905609893065,7.38905609893065,7.38905609893065]","{""feature_mean"":[-0.03659904623830572,7.956528165389306,-0.05517061448655018,-0.01591777408187703,-0.007896610332845415,-0.054175943281553396],""feature_std"":[1.181539747716021,0.7014523522101572,0.7098815204626301,0.6794975743883875,0.7007869176854482,0.679827069800108],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p05\N300_seed125\manufactured_operator_metrics.json,0.000813762068563231,0.0009634440070604379,0.0016315614748115205,7.942528362796446e-06,1.4456664399511773e-05,0.00011590150262659775,1e-30,False,0.001435443825499796,0.0016630115850961066,0.005007660078483522,1.5639571944444686e-05,3.401037342708502e-05,0.0008004377986735336,1e-30,False,0.00422582629668774,0.004868325086140671,0.008609639546156024,3.6747166265900173e-07,7.746779016456826e-07,8.408018247946744e-06,1e-30,False
0.05,600,123,on_support,600,c75a98c378d8daa8a21f3eeaf2326ae111edd5efcf2c41b447afe111115978dd,c75a98c378d8daa8a21f3eeaf2326ae111edd5efcf2c41b447afe111115978dd,1e-06,0.0,1,-16.667568921730453,0.01182827972271174,0.22123596445828098,"[1.6044559990429266,0.936685329803884,7.38905609893065,1.6140563014693459,7.38905609893065,7.38905609893065]","{""feature_mean"":[0.014772281850630896,8.01622457503583,-0.0020064135787936023,-0.05090080030567341,-0.0022932162837789555,0.04332549971910421],""feature_std"":[1.2066605705309643,0.7004459732246725,0.7010537538546806,0.7219505155681277,0.7093321180284013,0.7079536762707976],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p05\N600_seed123\manufactured_operator_metrics.json,0.003738305485960475,0.0049541178473606895,0.008509781532520366,3.6641221031568554e-05,7.444422998596462e-05,0.0006972262825792261,1e-30,False,0.008121489062541525,0.008837436199878316,0.01483057800966075,8.235717146542436e-05,0.00016623118509189315,0.0024978957903956656,1e-30,False,0.015835881097886667,0.016872495554483044,0.02103765366103251,1.5579762525289577e-06,3.0836054506162356e-06,2.3443804521461114e-05,1e-30,False
0.05,600,123,off_support,1000,c75a98c378d8daa8a21f3eeaf2326ae111edd5efcf2c41b447afe111115978dd,3c80c86f1602d410ec2f1286ebb61f63eee9258766b45ab1801c407195b87761,1e-06,0.0,1,-16.667568921730453,0.01182827972271174,0.22123596445828098,"[1.6044559990429266,0.936685329803884,7.38905609893065,1.6140563014693459,7.38905609893065,7.38905609893065]","{""feature_mean"":[0.014772281850630896,8.01622457503583,-0.0020064135787936023,-0.05090080030567341,-0.0022932162837789555,0.04332549971910421],""feature_std"":[1.2066605705309643,0.7004459732246725,0.7010537538546806,0.7219505155681277,0.7093321180284013,0.7079536762707976],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p05\N600_seed123\manufactured_operator_metrics.json,0.005633913944490268,0.007912707596706186,0.019632053296348127,5.3755276915803564e-05,0.000114369722833219,0.001370869496625236,1e-30,False,0.00884428993309769,0.008950677209458333,0.012614258285881962,9.395126049731614e-05,0.0001827090754068428,0.002165452517908715,1e-30,False,0.018283752325200537,0.02022207078036409,0.03681177281283212,1.7118855301224393e-06,3.4746967507376147e-06,4.039082416503506e-05,1e-30,False
0.05,600,124,on_support,600,67097a26380b9722f6cbb7f939d9701c1852ac242c9eb45c94251779bd1c9690,67097a26380b9722f6cbb7f939d9701c1852ac242c9eb45c94251779bd1c9690,1e-06,0.0,1,-16.126044329710115,0.038312625730752205,0.21003402970921806,"[1.5258837214490462,0.9242371691977714,7.38905609893065,7.38905609893065,7.38905609893065,7.105150600416562]","{""feature_mean"":[0.09320890940120477,8.02480818636264,0.04382458795311267,-0.008735393643321234,0.021301301049838756,-0.010068082669509553],""feature_std"":[1.1861040788681612,0.6677250321468454,0.7158596642833427,0.7524022970914289,0.6815266837693887,0.7161174576368715],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p05\N600_seed124\manufactured_operator_metrics.json,0.011673811485232572,0.013254840959780245,0.013509352004669536,0.00010649465226612214,0.0001874891965779411,0.0009982147818820841,1e-30,False,0.018866624259690587,0.018457613078475196,0.01760370006318269,0.0001953417714373906,0.00035699861509261614,0.002762065350497396,1e-30,False,0.04170800428807881,0.04322571261640653,0.0395019512875291,3.975732775985605e-06,7.512212897563972e-06,4.346220676030633e-05,1e-30,False
0.05,600,124,off_support,1000,67097a26380b9722f6cbb7f939d9701c1852ac242c9eb45c94251779bd1c9690,57baeefa7c6bbada2ae98403cdcf6721261aa9193c8c89aaaa9d85d0b85d1119,1e-06,0.0,1,-16.126044329710115,0.038312625730752205,0.21003402970921806,"[1.5258837214490462,0.9242371691977714,7.38905609893065,7.38905609893065,7.38905609893065,7.105150600416562]","{""feature_mean"":[0.09320890940120477,8.02480818636264,0.04382458795311267,-0.008735393643321234,0.021301301049838756,-0.010068082669509553],""feature_std"":[1.1861040788681612,0.6677250321468454,0.7158596642833427,0.7524022970914289,0.6815266837693887,0.7161174576368715],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p05\N600_seed124\manufactured_operator_metrics.json,0.013656626783481543,0.015315523652088325,0.014704872273250713,0.00012383108154564478,0.0002150697997033819,0.0012210113667439557,1e-30,False,0.019517419622215204,0.018476239266839042,0.029066457294561063,0.00020677196589083166,0.0003728959799336163,0.0046965874136674106,1e-30,False,0.044376173717848466,0.0465171391628313,0.043981477168259286,3.989002794840469e-06,7.953692031149165e-06,5.0743111355366726e-05,1e-30,False
0.05,600,125,on_support,600,94767ce9db8da478296f67e82a4b9078b44a637cd3b699cafbba1d2ae0d34582,94767ce9db8da478296f67e82a4b9078b44a637cd3b699cafbba1d2ae0d34582,1e-06,0.0,1,-32.81421080241499,0.00033546262790251185,0.34384179014038063,"[1.6339178856489571,0.954826568877179,7.38905609893065,7.38905609893065,7.38905609893065,0.7271964383388564]","{""feature_mean"":[-0.055561095642607014,7.9765511617731075,-0.0250885163204771,-0.020110474354118914,0.009799868191807006,0.011868831257914735],""feature_std"":[1.1922115762013012,0.6984532644019598,0.681983657403424,0.668666197136049,0.6861356225664703,0.6889013313435153],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p05\N600_seed125\manufactured_operator_metrics.json,0.0001758445047767777,0.00022016514067865124,0.0002853612730864482,1.7116235888751916e-06,3.3401026875000727e-06,2.4730542534889127e-05,1e-30,False,0.004166470359894063,0.007467155257163811,0.02678020027903976,4.516221117963015e-05,0.00015535751182879163,0.004936273068572192,1e-30,False,0.023509326950919916,0.031855921603337334,0.07694887430922995,2.1964784314037678e-06,5.150803313650207e-06,6.372002355269272e-05,1e-30,False
0.05,600,125,off_support,1000,94767ce9db8da478296f67e82a4b9078b44a637cd3b699cafbba1d2ae0d34582,36bc8167776e04d401f98c5d3d972aab0eb0c4a1e2f8198db5a886b6c29b8723,1e-06,0.0,1,-32.81421080241499,0.00033546262790251185,0.34384179014038063,"[1.6339178856489571,0.954826568877179,7.38905609893065,7.38905609893065,7.38905609893065,0.7271964383388564]","{""feature_mean"":[-0.055561095642607014,7.9765511617731075,-0.0250885163204771,-0.020110474354118914,0.009799868191807006,0.011868831257914735],""feature_std"":[1.1922115762013012,0.6984532644019598,0.681983657403424,0.668666197136049,0.6861356225664703,0.6889013313435153],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p05\N600_seed125\manufactured_operator_metrics.json,0.0030761290388426066,0.004975729875494902,0.011397548766608364,2.9220332252876404e-05,7.263704291697023e-05,0.0009051799341481844,1e-30,False,0.0058937040768661415,0.010003456646449067,0.04431313830241036,6.153070659243627e-05,0.0001960784959987766,0.007499464573909853,1e-30,False,0.024858468994573606,0.025308798339114515,0.03905059436995457,2.168201964427636e-06,4.091325020787399e-06,3.719252851794086e-05,1e-30,False
1e-06,1200,123,on_support,1200,063dfb601e1fcdb05f8a984a20babe1c2cfd2500e2b6e7f88219647663ee7c19,063dfb601e1fcdb05f8a984a20babe1c2cfd2500e2b6e7f88219647663ee7c19,1e-06,0.0,1,-22.115019598741288,0.0321141505341434,0.1766914568558501,"[1.5528668678838071,0.8593520796938555,7.38905609893065,5.119631447952609,7.38905609893065,7.38905609893065]","{""feature_mean"":[0.021292919527461006,7.997690622613166,0.01685556900526456,-0.010193748603908091,-0.004408388969852505,0.024972323665839388],""feature_std"":[1.203733819345466,0.7172602437911223,0.7073684895168386,0.7072309940210134,0.6922632345763019,0.6945141587299525],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_1em06\N1200_seed123\manufactured_operator_metrics.json,0.008934996354744611,0.009694502821452441,0.00923152333319424,8.114524524221108e-05,0.00014008557021832392,0.0008077381006519058,1e-30,False,0.013857776593611381,0.01273316666630034,0.01290138053983117,0.00014125688971588506,0.0002484836701580431,0.0022481291065969133,1e-30,False,0.02524367906428308,0.022875730420702445,0.022241245544588645,2.2362799993837145e-06,3.7657566280917826e-06,2.2552668687845123e-05,1e-30,False
1e-06,1200,123,off_support,1000,063dfb601e1fcdb05f8a984a20babe1c2cfd2500e2b6e7f88219647663ee7c19,74755e50778941d12afa91269ce2b0a85694b9973e6fa77068f68b3ada05440d,1e-06,0.0,1,-22.115019598741288,0.0321141505341434,0.1766914568558501,"[1.5528668678838071,0.8593520796938555,7.38905609893065,5.119631447952609,7.38905609893065,7.38905609893065]","{""feature_mean"":[0.021292919527461006,7.997690622613166,0.01685556900526456,-0.010193748603908091,-0.004408388969852505,0.024972323665839388],""feature_std"":[1.203733819345466,0.7172602437911223,0.7073684895168386,0.7072309940210134,0.6922632345763019,0.6945141587299525],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_1em06\N1200_seed123\manufactured_operator_metrics.json,0.009827372923657943,0.010625449790709568,0.012803674981987577,9.744418759426202e-05,0.0001711187825207995,0.001120836673373895,1e-30,False,0.014777736204865183,0.013605976760067588,0.01214219570523779,0.00015142428553064946,0.0002667820138820869,0.0021033043507654448,1e-30,False,0.025660307418284206,0.025654646356610702,0.026406468739927337,2.2581543766220194e-06,4.065774215901693e-06,2.4356434630501953e-05,1e-30,False
